500,200150,225970,150440
600,360000,365930,293820
700,311910,323610,225930
800,346300,386730,261640
900,677460,681770,571020
1000,578700,586670,474970
1100,678830,683950,542840
1200,689280,699190,540770
1300,732340,747830,543090
1400,684730,721780,517680
1500,723970,729510,491250
1600,771110,823190,558110
1700,1140920,1091350,942450
1800,1131110,1151700,935930
1900,1244320,1161800,931020
2000,1196770,1164790,924670
2100,1301540,1289660,1044040
2200,1255130,1290640,1003600
2300,1178870,1181970,899440
2400,1200570,1195100,862950
2500,1351890,1328800,963160
2600,1428790,1454650,1084540
2700,1483690,1504110,1095520
2800,1496660,1553330,1112260
2900,1529410,1566160,1090170
3000,1534450,1575270,1097480
3100,1584570,1724070,1093000
3200,1606020,1687750,1114960
3300,2226480,2136500,1810230
3400,2244750,2212270,1806490
3500,2239520,2174260,1807450
3600,2260020,2211070,1779510
3700,2310580,2235550,1763470
3800,1595630,1524820,1091780
3900,1711380,1698810,1224950
4000,1756480,1692190,1217680
4100,2016570,2048850,1511700
4200,2492400,2336170,1849270
4300,2667580,2568200,2098890
4400,2653230,2579890,1971010
4500,2860380,2795300,2225240
4600,2756110,2760090,2126120
4700,3020620,2894720,2242500
4800,2973320,3003140,2270170
4900,2994140,2957640,2283920
5000,3052020,3016020,2229320
5100,2989160,2990980,2238180
5200,3020260,3045520,2250250
5300,2893760,2871040,2089920
5400,2898720,2933480,2059960
5500,3174780,3119670,2195990
5600,3102300,3095470,2217290
5700,3078000,3169030,2239330
5800,3111990,3190430,2202970
5900,3154920,3170610,2273680
6000,3190530,3262360,2216310
6100,3177150,3256060,2212190
6200,3247010,3233230,2193680
6300,3240850,3303620,2168010
6400,3164920,3265740,2159870
6500,3778640,3679550,2922870
6600,3993670,3787690,3091860
6700,3977860,3801850,3094620
6800,4421580,4191500,3513680
6900,4484350,4297920,3535080
7000,3802900,3592200,2878490
7100,4277950,4019400,3315160
7200,4285510,4054520,3255710
7300,4306550,4037820,3278420
7400,4301300,4039860,3293000
7500,4311060,3997170,3257390
7600,4075260,3835200,3000640
7700,4386160,4197120,3307390
7800,4362950,4147930,3257200
7900,4534390,4335100,3402760
8000,5068310,4776540,4026050
8100,5168030,4919750,3882420
8200,6146410,6067730,5091900
8300,7955730,7768550,6794540
8400,9780110,9570780,8554110
8500,9782170,9518170,8634310
8600,9707210,9634440,8522550
8700,9867630,9630410,8709260
8800,14585060,14366970,13316690
8900,14878760,14713190,13632610
9000,12507540,12341580,11340170
9100,16084150,15912500,14808210
9200,16279170,16257160,15065210
9300,16497220,16441400,15186980
9400,16282430,15909450,14836460
9500,25221160,25266870,24247630
9600,21587570,21651750,20226510
9700,21744000,21497720,20303080
9800,21598130,21437350,20206170
9900,30892480,30725240,29477970
10000,25360690,25550830,23922310
