500,287,275,252
600,474,456,432
700,623,606,568
800,906,884,848
900,827,825,752
1000,1147,1100,1070
1100,1577,1537,1487
1200,1759,1745,1658
1300,1782,1709,1751
1400,1601,1521,1450
1500,1583,1561,1415
1600,1760,1727,1614
1700,1834,1809,1747
1800,1848,1753,1655
1900,1831,1778,1643
2000,2502,2341,2372
2100,2920,2845,2771
2200,2280,2135,2089
2300,2413,2361,2287
2400,2413,2385,2209
2500,3026,2862,2737
2600,3314,3209,3099
2700,3326,3253,3040
2800,3309,3210,3050
2900,3300,3258,3096
3000,3248,3095,2934
3100,3264,3089,2915
3200,3234,3090,2928
3300,3358,3109,2901
3400,3334,3213,3051
3500,3356,3168,2998
3600,3571,3290,3193
3700,3244,3066,2857
3800,2188,2044,1794
3900,2224,2062,1833
4000,2554,2331,2146
4100,3081,2854,2686
4200,3607,3380,3214
4300,4101,3880,3687
4400,4427,4148,3942
4500,5329,5136,4871
4600,5217,4976,4843
4700,5764,5506,5376
4800,5768,5560,5308
4900,5796,5466,5302
5000,5694,5422,5210
5100,5694,5539,5245
5200,5530,5271,4992
5300,5495,5233,5112
5400,5634,5407,5154
5500,5632,5342,5070
5600,5595,5308,5055
5700,5577,5249,5000
5800,5575,5298,4988
5900,5577,5281,4992
6000,5599,5289,4992
6100,5539,5226,4963
6200,5584,5329,5020
6300,5760,5484,4938
6400,5583,5452,4899
6500,5880,5476,5243
6600,5641,5310,4922
6700,6057,5746,5384
6800,6203,5783,5390
6900,6072,5684,5281
7000,5076,4776,4375
7100,5153,4814,4471
7200,5073,4691,4273
7300,5117,4743,4235
7400,4992,4730,4299
7500,4808,4502,3966
7600,5077,4709,4167
7700,5228,4796,4378
7800,5351,4997,4523
7900,5763,5369,4997
8000,6683,6303,6042
8100,7288,6751,6552
8200,8138,7666,7527
8300,11967,11367,10961
8400,12590,11990,11666
8500,12367,11889,11521
8600,12466,11897,11485
8700,17210,16504,16140
8800,17233,16904,16493
8900,14850,14427,13993
9000,18628,17972,17616
9100,18655,17956,17755
9200,18763,18032,17821
9300,18616,18015,17514
9400,27762,27461,26929
9500,23825,23335,23069
9600,31218,30709,30333
9700,31195,30669,30001
9800,47142,46732,46442
9900,57507,57238,57071
10000,79424,78422,78359
