500,2225,2216,2214
600,2797,2774,2712
700,3203,3189,3213
800,3801,3780,3697
900,4242,4341,4311
1000,4901,4840,4874
1100,5580,5557,5608
1200,6083,6088,6029
1300,6684,6674,6653
1400,7277,7236,7364
1500,7930,7835,7770
1600,8318,8410,8363
1700,8984,8912,8911
1800,9458,9388,9506
1900,10018,9891,9883
2000,10501,10502,10355
2100,11113,10852,10850
2200,11254,11196,11274
2300,11704,11716,11753
2400,12346,12164,12122
2500,12788,12618,12686
2600,13320,13197,13097
2700,13689,13496,13545
2800,14247,14120,13896
2900,14573,14297,14299
3000,14885,14832,14847
3100,15537,15225,15318
3200,16061,15964,15794
3300,16534,16230,16342
3400,16981,16712,16679
3500,17523,17275,17287
3600,17943,17778,17855
3700,18440,18191,18246
3800,19032,18726,18787
3900,19583,19145,19199
4000,19987,19772,19647
4100,20543,20171,20346
4200,20946,20663,20608
4300,21079,20654,20714
4400,21994,21855,21627
4500,22297,22002,22125
4600,22825,22648,22394
4700,22993,22542,22547
4800,24085,23739,23509
4900,24683,24105,24073
5000,25285,24619,24667
5100,25155,24678,24666
5200,25689,25164,25199
5300,26288,25881,25861
5400,26283,25956,25878
5500,27115,26462,26535
5600,27612,26951,27096
5700,28341,27932,27754
5800,28517,27826,27877
5900,29574,28940,28859
6000,30128,29002,29069
6100,30365,29563,29399
6200,30629,29935,29910
6300,31170,30866,30547
6400,32082,31261,31267
6500,32496,31708,31752
6600,33069,32233,32156
6700,34343,32594,32441
6800,34567,33645,33505
6900,34903,33731,33771
7000,35784,34445,34528
7100,36593,35060,34961
7200,37113,36121,36166
7300,37257,36146,36140
7400,37532,36408,36463
7500,38508,37644,37297
7600,39836,38520,38343
7700,40390,39115,38944
7800,40029,38785,38529
7900,40385,39204,39028
8000,40801,39069,39255
8100,41216,39809,39753
8200,41479,40000,40268
8300,41870,40015,39774
8400,41610,40011,40351
8500,42759,41157,41299
8600,44222,42579,42420
8700,45300,42926,43019
8800,45614,43924,43740
8900,45967,43874,43988
9000,46728,45018,44714
9100,47530,45512,45711
9200,48229,46176,46118
9300,48476,46367,46226
9400,48500,46290,46180
9500,47743,45538,45646
9600,48939,46709,46689
9700,49422,46951,46994
9800,49299,46932,47199
9900,50604,48260,48083
10000,50762,48203,48253
