100,0.9792,0.0367202
600,0.9096,0.0369683
1100,0.924218,0.0214914
1600,0.9558,0.0119456
2100,0.958629,0.0149403
2600,0.949292,0.00505562
3100,0.946219,0.00180216
3600,0.9652,0.0218978
4100,0.954615,0.0106906
4600,0.949148,0.00490265
5100,0.949271,0.00503263
5600,0.951429,0.00731737
6100,0.947331,0.00297926
6600,0.940145,0.00462854
7100,0.922208,0.0236192
7600,0.942821,0.00179577
8100,0.946844,0.00246397
8600,0.94906,0.00481016
9100,0.948026,0.00371532
9600,0.94935,0.0051167
10100,0.944982,0.000492307
10600,0.946596,0.00220117
11100,0.951438,0.00732718
11600,0.946552,0.00215405
12100,0.955517,0.0116463
12600,0.9392,0.00562953
13100,0.948202,0.00390077
13600,0.936635,0.00834489
14100,0.950809,0.00666089
14600,0.950499,0.00633281
15100,0.953738,0.0097622
15600,0.954831,0.0109194
16100,0.9504,0.00622838
16600,0.946757,0.00237099
17100,0.933558,0.0116031
17600,0.936573,0.00841113
18100,0.940137,0.00463747
18600,0.948852,0.00458904
19100,0.951682,0.00758535
19600,0.938498,0.00637281
20100,0.949254,0.00501478
20600,0.95005,0.00585834
21100,0.94808,0.0037717
21600,0.940667,0.00407671
22100,0.944471,4.93349e-05
22600,0.94148,0.00321597
23100,0.949153,0.00490839
23600,0.943017,0.00158836
24100,0.949145,0.0048999
24600,0.946888,0.00250987
25100,0.941909,0.00276122
25600,0.949444,0.00521596
26100,0.941462,0.00323458
26600,0.946232,0.0018151
27100,0.931165,0.014137
27600,0.943826,0.000731695
28100,0.941022,0.00370043
28600,0.940683,0.00405992
29100,0.946986,0.00261338
29600,0.948649,0.00437415
30100,0.945185,0.000707447
30600,0.944518,4.88249e-07
31100,0.943547,0.00102689
31600,0.94361,0.000960342
32100,0.946183,0.00176386
32600,0.94426,0.000272164
33100,0.941003,0.00372059
33600,0.945771,0.00132792
34100,0.942799,0.0018193
34600,0.951524,0.00741809
35100,0.948882,0.00462127
35600,0.955375,0.0114959
36100,0.945254,0.000780407
36600,0.950911,0.0067699
37100,0.949624,0.0054065
37600,0.9432,0.00139456
38100,0.94492,0.000426143
38600,0.941708,0.00297444
39100,0.941046,0.00367559
39600,0.943236,0.00135606
