500,380,358,355
600,616,598,582
700,784,754,744
800,1181,1149,1130
900,1842,1759,1787
1000,1434,1375,1364
1100,1824,1763,1734
1200,2214,2096,2074
1300,2362,2402,2266
1400,1792,1696,1675
1500,2155,2123,2070
1600,2789,2765,2710
1700,2797,2717,2689
1800,2861,2764,2738
1900,2843,2747,2696
2000,2825,2718,2669
2100,3095,2883,2902
2200,2389,2324,2202
2300,2694,2449,2429
2400,2648,2541,2522
2500,3549,3406,3310
2600,4665,4425,4465
2700,4692,4601,4481
2800,4920,4727,4768
2900,5035,4834,4769
3000,5148,4937,4910
3100,5194,5077,4996
3200,5286,5054,4986
3300,5304,5103,5133
3400,5341,5143,5105
3500,5442,5263,5134
3600,5216,4962,4892
3700,5118,4881,4845
3800,3203,2990,2845
3900,3228,3033,2895
4000,3268,3015,2919
4100,3488,3181,3205
4200,3937,3597,3681
4300,4449,4123,4104
4400,4722,4333,4305
4500,5646,5364,5238
4600,5615,5213,5141
4700,7004,6671,6702
4800,7153,6941,6755
4900,7255,6992,6821
5000,7391,7184,7001
5100,7583,7332,7311
5200,7616,7233,7162
5300,7824,7264,7197
5400,7880,7500,7437
5500,8033,7701,7623
5600,8237,7726,7695
5700,8310,7888,7808
5800,8347,7953,7954
5900,8685,8189,8158
6000,8945,8368,8327
6100,9019,8550,8477
6200,8966,8493,8409
6300,8949,8531,8467
6400,8719,8201,8327
6500,8823,8254,8136
6600,8785,8278,8194
6700,9269,8711,8641
6800,9084,8642,8531
6900,9199,8736,8549
7000,7459,6961,6827
7100,7430,6960,6905
7200,7337,6986,6787
7300,7400,6925,6749
7400,7245,6785,6707
7500,7087,6659,6491
7600,7327,6801,6722
7700,7302,6752,6639
7800,7279,6705,6650
7900,7981,7362,7291
8000,8057,7500,7407
8100,8478,7928,7826
8200,9020,8577,8408
8300,12931,12304,12125
8400,13613,12958,13006
8500,13800,12975,12917
8600,13505,12890,12821
8700,18140,17531,17296
8800,18679,18053,17799
8900,16510,15826,15702
9000,20158,19580,19301
9100,20205,19527,19361
9200,20186,19699,19416
9300,20313,19609,19304
9400,29031,28441,28013
9500,25468,25185,25017
9600,32518,31769,31469
9700,32264,31763,31112
9800,48005,47618,47116
9900,56579,55869,55518
10000,100470,99561,99179
